transaction_id,customer_id,amount,location,transaction_hour,previous_transaction_amount,international
TXN002237,CUST0267,670.5,"New York, USA",17,515.48,1
TXN002238,CUST0424,694.72,Surat,9,1.0,0
TXN002239,CUST0032,120.55,Pune,9,1.0,0
TXN002240,CUST0477,158.94,Nagpur,12,1.0,0
TXN002241,CUST0148,171.87,Hyderabad,11,408.31,0
TXN002242,CUST0100,356.43,Surat,16,555.35,0
TXN002243,CUST0198,364.37,Kanpur,22,629.38,0
TXN002244,CUST0343,221.16,Chennai,7,1.0,0
TXN002245,CUST0459,1575.57,"Frankfurt, Germany",21,1708.29,1
TXN002246,CUST0043,91.12,Delhi,7,1.0,0
TXN002247,CUST0333,195.6,Bhopal,15,276.57,0
TXN002248,CUST0439,62.24,Delhi,21,700.69,0
TXN002249,CUST0183,448.94,Indore,16,1089.34,0
TXN002250,CUST0075,35.99,Bhopal,9,391.33,0
TXN002251,CUST0183,157.26,Kanpur,17,1.0,0
TXN002252,CUST0324,49.12,Lucknow,18,1.0,0
TXN002253,CUST0069,133.49,Delhi,10,625.55,0
TXN002254,CUST0359,527.59,Bhopal,15,892.07,0
TXN002255,CUST0049,967.25,"Sydney, Australia",8,945.38,1
TXN002256,CUST0109,62.06,Delhi,20,1.0,0
TXN002257,CUST0038,45.73,Hyderabad,22,476.03,0
TXN002258,CUST0342,282.46,Delhi,17,57.88,0
TXN002259,CUST0389,94.13,Lucknow,18,1753.93,0
TXN002260,CUST0120,13.74,Kolkata,10,98.88,0
TXN002261,CUST0467,1122.94,"Tokyo, Japan",18,2710.87,1
TXN002262,CUST0004,83.35,Delhi,19,648.38,0
TXN002263,CUST0197,686.39,"Dubai, UAE",22,1.0,1
TXN002264,CUST0036,313.79,Mumbai,10,1014.4,0
TXN002265,CUST0177,40.52,Kanpur,23,444.47,0
TXN002266,CUST0130,435.9,Bengaluru,11,522.25,0
TXN002267,CUST0159,116.4,Mumbai,16,1.0,0
TXN002268,CUST0221,431.74,Delhi,7,376.36,0
TXN002269,CUST0261,318.7,Jaipur,19,882.28,0
TXN002270,CUST0182,338.44,Ahmedabad,15,563.17,0
TXN002271,CUST0072,156.09,Lucknow,8,1.0,0
TXN002272,CUST0124,178.52,Hyderabad,13,1316.16,0
TXN002273,CUST0295,879.21,Hyderabad,19,1.0,0
TXN002274,CUST0367,174.28,Mumbai,10,263.66,0
TXN002275,CUST0099,280.45,Chennai,14,1.0,0
TXN002276,CUST0483,216.13,Nagpur,16,1.0,0
TXN002277,CUST0031,319.68,Pune,11,931.42,0
TXN002278,CUST0367,246.09,Bengaluru,0,470.1,0
TXN002279,CUST0226,158.53,Hyderabad,17,763.95,0
TXN002280,CUST0371,564.18,Chennai,14,2326.17,0
TXN002281,CUST0359,600.62,Bhopal,11,887.67,0
TXN002282,CUST0279,66.43,Pune,23,1.0,0
TXN002283,CUST0242,162.34,Nagpur,10,647.75,0
TXN002284,CUST0370,224.09,Mumbai,10,244.83,0
TXN002285,CUST0124,67.11,Ahmedabad,17,915.72,0
TXN002286,CUST0336,50.28,Delhi,6,1.0,0
TXN002287,CUST0113,80.49,Indore,5,1.0,0
TXN002288,CUST0042,482.25,Indore,16,1.0,0
TXN002289,CUST0385,392.47,Hyderabad,19,476.19,0
TXN002290,CUST0493,75.77,Kanpur,9,537.74,0
TXN002291,CUST0011,94.76,Bhopal,17,142.72,0
TXN002292,CUST0466,130.64,Nagpur,20,1.0,0
TXN002293,CUST0375,339.59,Delhi,12,587.02,0
TXN002294,CUST0015,43.01,Kanpur,8,295.82,0
TXN002295,CUST0315,190.94,Kanpur,10,1.0,0
TXN002296,CUST0405,108.58,Kanpur,8,1.0,0
TXN002297,CUST0350,158.79,Kolkata,19,1.0,0
TXN002298,CUST0490,561.78,Hyderabad,5,160.4,0
TXN002299,CUST0123,65.7,Indore,7,1.0,0
TXN002300,CUST0042,117.71,Bhopal,13,357.24,0
TXN002301,CUST0227,768.91,"Toronto, Canada",7,176.56,1
TXN002302,CUST0462,68.7,Delhi,13,560.0,0
TXN002303,CUST0456,712.69,Lucknow,20,464.55,0
TXN002304,CUST0414,107.3,Ahmedabad,15,1.0,0
TXN002305,CUST0426,199.83,Bhopal,18,235.86,0
TXN002306,CUST0365,297.92,Bhopal,22,401.95,0
TXN002307,CUST0011,143.72,Surat,9,1.0,0
TXN002308,CUST0059,349.46,"Paris, France",17,108.29,1
TXN002309,CUST0384,155.47,Pune,13,1431.87,0
TXN002310,CUST0336,835.27,Bhopal,17,1830.67,0
TXN002311,CUST0040,363.56,Kolkata,7,168.42,0
TXN002312,CUST0367,856.68,"New York, USA",20,300.61,1
TXN002313,CUST0096,884.3,"Dubai, UAE",10,1538.69,1
TXN002314,CUST0065,3285.52,"London, UK",10,6326.7,1
TXN002315,CUST0333,1126.67,"Toronto, Canada",18,1821.94,1
TXN002316,CUST0482,1644.92,"New York, USA",11,4241.58,1
TXN002317,CUST0152,143.38,"Frankfurt, Germany",19,767.51,1
TXN002318,CUST0467,477.07,Delhi,13,477.01,0
TXN002319,CUST0327,478.77,Hong Kong,15,560.05,1
TXN002320,CUST0069,142.12,Kanpur,8,253.81,0
TXN002321,CUST0276,101.73,Bhopal,7,151.7,0
TXN002322,CUST0380,75.37,Nagpur,6,621.27,0
TXN002323,CUST0283,677.69,"Toronto, Canada",18,212.41,1
TXN002324,CUST0145,148.33,Jaipur,13,1.0,0
TXN002325,CUST0182,510.34,Indore,9,938.42,0
TXN002326,CUST0366,442.18,Hong Kong,18,397.01,1
TXN002327,CUST0135,570.58,Lucknow,5,1.0,0
TXN002328,CUST0108,213.78,Hyderabad,19,408.75,0
TXN002329,CUST0049,171.11,Chennai,11,1.0,0
TXN002330,CUST0425,85.45,Chennai,11,691.65,0
TXN002331,CUST0049,87.23,"London, UK",6,327.29,1
TXN002332,CUST0192,16.41,Kanpur,12,374.42,0
TXN002333,CUST0015,313.14,Delhi,17,87.82,0
TXN002334,CUST0011,839.36,Hyderabad,9,568.57,0
TXN002335,CUST0279,171.93,Chennai,18,309.19,0
TXN002336,CUST0038,125.38,Hyderabad,22,1.0,0
TXN002337,CUST0379,233.99,Bengaluru,12,1.0,0
TXN002338,CUST0424,381.8,Bengaluru,11,553.45,0
TXN002339,CUST0444,77.28,Indore,11,1.0,0
TXN002340,CUST0204,93.01,Surat,11,752.8,0
TXN002341,CUST0026,304.86,Kolkata,8,353.21,0
TXN002342,CUST0166,1157.46,Kolkata,15,887.53,0
TXN002343,CUST0383,513.98,Kanpur,17,137.08,0
TXN002344,CUST0006,341.7,Mumbai,11,1.0,0
TXN002345,CUST0090,453.44,Pune,8,1.0,0
TXN002346,CUST0412,934.66,"New York, USA",23,2919.12,1
TXN002347,CUST0464,3622.32,Singapore,22,1824.17,1
TXN002348,CUST0099,493.07,Lucknow,12,1014.56,0
TXN002349,CUST0395,138.18,Lucknow,7,1297.78,0
TXN002350,CUST0210,1566.98,"Toronto, Canada",12,581.93,1
TXN002351,CUST0181,837.35,"Paris, France",18,1113.15,1
TXN002352,CUST0119,317.67,Chennai,11,1006.09,0
TXN002353,CUST0418,145.47,Delhi,21,1.0,0
TXN002354,CUST0009,732.39,Lucknow,21,1146.34,0
TXN002355,CUST0144,121.6,Ahmedabad,12,368.99,0
TXN002356,CUST0459,143.87,Chennai,11,1.0,0
TXN002357,CUST0359,168.87,Bengaluru,23,898.92,0
TXN002358,CUST0098,151.86,Chennai,14,140.1,0
TXN002359,CUST0244,241.89,Chennai,9,1005.63,0
TXN002360,CUST0197,69.9,Kanpur,17,604.84,0
TXN002361,CUST0404,440.57,Bhopal,7,131.7,0
TXN002362,CUST0378,1247.41,Mumbai,23,2253.35,0
TXN002363,CUST0383,528.7,Indore,12,342.22,0
TXN002364,CUST0355,862.19,Mumbai,10,2820.63,0
TXN002365,CUST0477,62.12,Bhopal,14,1.0,0
TXN002366,CUST0061,427.6,Chennai,8,1.0,0
TXN002367,CUST0171,808.08,Delhi,19,2199.02,0
TXN002368,CUST0232,152.22,Lucknow,11,1581.78,0
TXN002369,CUST0411,155.79,Surat,11,104.81,0
TXN002370,CUST0427,2982.97,"Toronto, Canada",15,6554.68,1
TXN002371,CUST0489,451.45,Bhopal,18,1397.85,0
TXN002372,CUST0015,212.6,Surat,14,1171.24,0
TXN002373,CUST0134,4431.39,Mumbai,23,7994.26,0
TXN002374,CUST0173,29.42,Bengaluru,8,1.0,0
TXN002375,CUST0288,1830.63,"Paris, France",15,565.06,1
TXN002376,CUST0444,496.68,Surat,21,1863.16,0
TXN002377,CUST0335,75.99,Jaipur,18,1.0,0
TXN002378,CUST0342,173.73,Delhi,19,293.72,0
TXN002379,CUST0099,51.72,Jaipur,8,1.0,0
TXN002380,CUST0113,105.28,Pune,8,294.27,0
TXN002381,CUST0198,140.05,Indore,13,1489.73,0
TXN002382,CUST0348,286.72,Mumbai,3,526.71,0
TXN002383,CUST0135,277.78,"Sydney, Australia",10,508.2,1
TXN002384,CUST0332,334.45,"Toronto, Canada",18,1.0,1
TXN002385,CUST0011,243.8,Delhi,16,667.06,0
TXN002386,CUST0300,164.83,Kolkata,9,137.88,0
TXN002387,CUST0152,6070.16,"Dubai, UAE",21,5952.98,1
TXN002388,CUST0060,77.08,Ahmedabad,13,1.0,0
TXN002389,CUST0044,40.03,Nagpur,21,1.0,0
TXN002390,CUST0265,181.61,Nagpur,14,453.29,0
TXN002391,CUST0088,268.55,"Frankfurt, Germany",14,689.59,1
TXN002392,CUST0126,109.43,Kanpur,18,237.52,0
TXN002393,CUST0336,41.17,"Tokyo, Japan",12,1.0,1
TXN002394,CUST0272,142.61,Pune,9,694.28,0
TXN002395,CUST0018,94.5,Ahmedabad,11,1.0,0
TXN002396,CUST0193,2892.13,"Tokyo, Japan",13,3478.84,1
TXN002397,CUST0423,96.04,Surat,13,771.25,0
TXN002398,CUST0092,1032.23,Bhopal,20,1986.24,0
TXN002399,CUST0167,195.71,Surat,6,1.0,0
TXN002400,CUST0191,102.79,Mumbai,11,1.0,0
TXN002401,CUST0081,588.19,"Sydney, Australia",12,858.11,1
TXN002402,CUST0285,1295.47,"Dubai, UAE",8,827.13,1
TXN002403,CUST0108,179.29,Jaipur,14,197.8,0
TXN002404,CUST0076,397.15,Jaipur,21,1.0,0
TXN002405,CUST0348,569.12,Nagpur,21,426.92,0
TXN002406,CUST0065,3008.54,"London, UK",10,4273.41,1
TXN002407,CUST0366,105.55,Hyderabad,8,1.0,0
TXN002408,CUST0161,257.08,Mumbai,13,775.22,0
TXN002409,CUST0380,27.78,Bengaluru,22,284.74,0
TXN002410,CUST0179,1201.22,Indore,8,1751.63,0
TXN002411,CUST0223,247.8,Delhi,16,1.0,0
TXN002412,CUST0161,3891.97,"Dubai, UAE",8,6249.52,1
TXN002413,CUST0339,4627.3,"Tokyo, Japan",13,4117.89,1
TXN002414,CUST0410,185.21,Hyderabad,5,647.79,0
TXN002415,CUST0478,304.74,Chennai,6,23.32,0
TXN002416,CUST0187,190.18,Bengaluru,12,57.87,0
TXN002417,CUST0162,151.4,Bengaluru,16,662.89,0
TXN002418,CUST0475,4871.35,"New York, USA",10,8292.73,1
TXN002419,CUST0167,275.25,Bengaluru,11,282.76,0
TXN002420,CUST0475,84.57,Ahmedabad,8,125.91,0
TXN002421,CUST0085,62.47,Surat,13,397.53,0
TXN002422,CUST0083,292.12,Nagpur,10,402.16,0
TXN002423,CUST0393,1321.65,"Tokyo, Japan",20,2488.4,1
TXN002424,CUST0408,335.29,Chennai,22,697.39,0
TXN002425,CUST0337,101.29,Nagpur,17,206.58,0
TXN002426,CUST0122,31.71,Jaipur,6,31.84,0
TXN002427,CUST0023,151.1,Surat,11,1168.29,0
TXN002428,CUST0128,11.01,Nagpur,23,1.0,0
TXN002429,CUST0202,251.83,Mumbai,18,72.16,0
TXN002430,CUST0214,2582.37,"London, UK",10,3623.25,1
TXN002431,CUST0307,68.43,Indore,19,1.0,0
TXN002432,CUST0281,408.4,"Frankfurt, Germany",16,195.45,1
TXN002433,CUST0081,703.77,Bhopal,9,1076.02,0
TXN002434,CUST0046,168.22,Ahmedabad,21,689.69,0
TXN002435,CUST0350,96.23,Nagpur,11,1.0,0
TXN002436,CUST0356,231.59,Surat,19,459.07,0
TXN002437,CUST0222,3920.82,"Sydney, Australia",11,6486.21,1
TXN002438,CUST0443,5.47,Kolkata,17,149.65,0
TXN002439,CUST0393,418.3,Delhi,23,265.3,0
TXN002440,CUST0208,5975.81,"Frankfurt, Germany",6,6923.49,1
TXN002441,CUST0311,625.75,"Toronto, Canada",20,1750.74,1
TXN002442,CUST0042,217.55,Indore,9,333.86,0
TXN002443,CUST0305,372.21,Hyderabad,15,625.75,0
TXN002444,CUST0444,725.67,Surat,20,1478.22,0
TXN002445,CUST0194,425.03,"London, UK",16,118.38,1
TXN002446,CUST0261,140.11,"Paris, France",11,114.52,1
TXN002447,CUST0390,561.99,Pune,3,1880.35,0
TXN002448,CUST0065,551.23,Pune,12,607.06,0
TXN002449,CUST0495,75.56,Ahmedabad,8,1.0,0
TXN002450,CUST0309,73.55,Kanpur,22,670.02,0
TXN002451,CUST0301,70.38,Mumbai,9,1.0,0
TXN002452,CUST0422,79.48,Nagpur,7,1.0,0
TXN002453,CUST0414,23.86,Ahmedabad,18,1.0,0
TXN002454,CUST0310,74.65,Jaipur,5,1.0,0
TXN002455,CUST0085,673.33,Mumbai,13,1127.84,0
TXN002456,CUST0295,315.97,Delhi,9,1007.82,0
TXN002457,CUST0367,84.79,Ahmedabad,11,388.42,0
TXN002458,CUST0498,357.2,Surat,4,1.0,0
TXN002459,CUST0457,226.69,Mumbai,12,75.63,0
TXN002460,CUST0134,297.93,"London, UK",10,1529.38,1
TXN002461,CUST0482,75.41,Hyderabad,7,1.0,0
TXN002462,CUST0222,4003.34,Kolkata,17,6515.41,0
TXN002463,CUST0366,403.69,Pune,11,900.89,0
TXN002464,CUST0234,74.43,Lucknow,22,1.0,0
TXN002465,CUST0327,463.26,Nagpur,12,1510.85,0
TXN002466,CUST0157,499.39,Chennai,15,1418.8,0
TXN002467,CUST0320,168.44,Delhi,9,776.97,0
TXN002468,CUST0128,192.65,Kanpur,19,852.6,0
TXN002469,CUST0331,187.64,Surat,14,1.0,0
TXN002470,CUST0474,121.48,Mumbai,7,1.0,0
TXN002471,CUST0157,163.96,Kolkata,13,740.96,0
TXN002472,CUST0106,534.04,Bengaluru,21,1.0,0
TXN002473,CUST0240,1798.96,Indore,19,3241.51,0
TXN002474,CUST0231,172.28,Mumbai,2,645.29,0
TXN002475,CUST0065,260.27,Surat,17,517.21,0
TXN002476,CUST0094,39.0,Bengaluru,23,99.76,0
TXN002477,CUST0034,706.08,Kolkata,12,1756.89,0
TXN002478,CUST0026,100.87,Bengaluru,14,1.0,0
TXN002479,CUST0420,1512.5,"New York, USA",22,1286.72,1
TXN002480,CUST0054,2445.62,Chennai,19,2504.01,0
TXN002481,CUST0076,656.56,Ahmedabad,22,805.96,0
TXN002482,CUST0214,1401.42,Kanpur,13,2733.72,0
TXN002483,CUST0269,162.12,Kolkata,12,963.57,0
TXN002484,CUST0018,2146.07,Jaipur,11,5137.81,0
TXN002485,CUST0101,328.96,Ahmedabad,17,1.0,0
TXN002486,CUST0419,567.36,Indore,15,1219.44,0
TXN002487,CUST0155,15.15,Surat,18,1.0,0
TXN002488,CUST0076,155.64,Ahmedabad,8,385.43,0
TXN002489,CUST0271,187.82,Hyderabad,10,503.26,0
TXN002490,CUST0144,33.6,Pune,6,1.0,0
TXN002491,CUST0428,2765.64,Bengaluru,0,527.99,0
TXN002492,CUST0451,37.02,Chennai,11,116.7,0
TXN002493,CUST0204,416.91,Indore,10,509.77,0
TXN002494,CUST0190,360.83,Kanpur,18,845.18,0
TXN002495,CUST0052,315.64,"Tokyo, Japan",0,1430.95,1
TXN002496,CUST0175,274.23,"Sydney, Australia",18,139.59,1
TXN002497,CUST0086,296.3,Ahmedabad,18,1.0,0
TXN002498,CUST0454,206.02,Chennai,17,1.0,0
TXN002499,CUST0083,108.25,Pune,14,1.0,0
TXN002500,CUST0131,600.9,Chennai,2,770.45,0
TXN002501,CUST0432,113.68,Mumbai,15,1.0,0
TXN002502,CUST0279,63.57,Nagpur,13,58.44,0
TXN002503,CUST0100,112.75,Surat,13,522.39,0
TXN002504,CUST0289,321.14,"Paris, France",15,703.54,1
TXN002505,CUST0250,731.3,Nagpur,2,520.03,0
TXN002506,CUST0182,271.39,Kolkata,17,188.39,0
TXN002507,CUST0229,129.18,Kolkata,14,608.59,0
TXN002508,CUST0192,92.58,Pune,16,495.14,0
TXN002509,CUST0319,1176.49,Indore,13,3426.35,0
TXN002510,CUST0454,137.38,Mumbai,11,1.0,0
TXN002511,CUST0326,873.27,Delhi,17,1824.44,0
TXN002512,CUST0092,464.45,Pune,22,904.53,0
TXN002513,CUST0427,156.98,Hyderabad,20,1.0,0
TXN002514,CUST0427,110.39,Ahmedabad,9,404.25,0
TXN002515,CUST0047,715.56,Jaipur,9,1.0,0
TXN002516,CUST0066,419.09,Ahmedabad,19,740.64,0
TXN002517,CUST0029,429.81,Hyderabad,13,1845.64,0
TXN002518,CUST0351,465.89,Lucknow,13,69.42,0
TXN002519,CUST0461,156.89,Chennai,9,696.94,0
TXN002520,CUST0340,405.49,Lucknow,17,336.38,0
TXN002521,CUST0026,74.24,Hyderabad,8,1.0,0
TXN002522,CUST0234,37.48,Mumbai,14,1.0,0
TXN002523,CUST0085,133.04,"New York, USA",7,1161.71,1
TXN002524,CUST0239,132.06,Pune,16,1.0,0
TXN002525,CUST0228,58.92,Chennai,19,323.23,0
TXN002526,CUST0429,159.59,Surat,8,1.0,0
TXN002527,CUST0339,224.43,Mumbai,5,1.0,0
TXN002528,CUST0243,160.29,Bhopal,13,422.48,0
TXN002529,CUST0425,447.14,Pune,7,585.67,0
TXN002530,CUST0233,275.8,Nagpur,18,172.59,0
TXN002531,CUST0499,2251.94,Jaipur,3,2986.19,0
TXN002532,CUST0204,203.85,Hyderabad,18,1.0,0
TXN002533,CUST0375,208.21,Lucknow,9,816.75,0
TXN002534,CUST0413,103.42,Surat,8,1.0,0
TXN002535,CUST0325,33.33,Lucknow,18,1.0,0
TXN002536,CUST0196,643.5,Nagpur,7,1.0,0
TXN002537,CUST0224,35.71,Bengaluru,15,182.2,0
TXN002538,CUST0212,319.3,Indore,13,707.09,0
TXN002539,CUST0488,407.62,Jaipur,14,1311.88,0
TXN002540,CUST0341,433.63,Surat,15,858.87,0
TXN002541,CUST0183,245.31,Lucknow,12,364.64,0
TXN002542,CUST0102,141.94,Mumbai,9,1.0,0
TXN002543,CUST0153,313.44,Hyderabad,17,69.13,0
TXN002544,CUST0434,125.06,Pune,12,1.0,0
TXN002545,CUST0178,192.61,Kanpur,9,450.21,0
TXN002546,CUST0015,33.08,Jaipur,11,1.0,0
TXN002547,CUST0190,98.45,Hyderabad,13,717.25,0
TXN002548,CUST0224,122.02,Chennai,18,194.79,0
TXN002549,CUST0036,18.68,Nagpur,7,1.0,0
TXN002550,CUST0410,437.44,Mumbai,3,476.74,0
TXN002551,CUST0408,362.75,Bhopal,18,841.33,0
TXN002552,CUST0314,346.09,Chennai,0,267.91,0
TXN002553,CUST0426,295.1,Nagpur,6,13.78,0
TXN002554,CUST0447,231.28,"Tokyo, Japan",21,729.78,1
TXN002555,CUST0079,353.28,Surat,6,461.23,0
TXN002556,CUST0162,566.34,Mumbai,23,1137.73,0
TXN002557,CUST0156,215.68,Hyderabad,17,1.0,0
TXN002558,CUST0420,244.99,Jaipur,19,554.25,0
TXN002559,CUST0108,281.48,Kolkata,11,1.0,0
TXN002560,CUST0170,449.35,Bengaluru,15,481.64,0
TXN002561,CUST0197,230.88,Singapore,6,944.19,1
TXN002562,CUST0472,221.97,Kanpur,21,1187.94,0
TXN002563,CUST0442,552.61,Chennai,13,1.0,0
TXN002564,CUST0249,144.7,Indore,10,770.64,0
TXN002565,CUST0430,220.75,Mumbai,9,530.97,0
TXN002566,CUST0108,70.82,Bhopal,9,1.0,0
TXN002567,CUST0376,54.76,Surat,10,795.6,0
TXN002568,CUST0424,63.72,Delhi,15,81.12,0
TXN002569,CUST0248,180.51,"London, UK",10,338.24,1
TXN002570,CUST0071,503.53,Kanpur,17,694.32,0
TXN002571,CUST0138,72.29,Mumbai,8,1.0,0
TXN002572,CUST0085,73.28,Kanpur,17,579.2,0
TXN002573,CUST0043,37.95,Pune,10,1.0,0
TXN002574,CUST0092,29.27,Mumbai,10,212.48,0
TXN002575,CUST0182,2707.02,Singapore,9,4247.92,1
TXN002576,CUST0049,187.07,Chennai,15,1.0,0
TXN002577,CUST0355,669.64,Bhopal,8,1.0,0
TXN002578,CUST0316,24.89,Bengaluru,15,463.42,0
TXN002579,CUST0081,144.91,Nagpur,10,1.0,0
TXN002580,CUST0138,95.52,Jaipur,15,945.5,0
TXN002581,CUST0074,82.76,Ahmedabad,17,31.63,0
TXN002582,CUST0307,187.01,Ahmedabad,22,601.21,0
TXN002583,CUST0263,75.29,Jaipur,12,978.14,0
TXN002584,CUST0421,22.07,Jaipur,13,730.92,0
TXN002585,CUST0107,172.94,Nagpur,9,1.0,0
TXN002586,CUST0047,39.59,Hyderabad,22,1.0,0
TXN002587,CUST0203,423.14,Jaipur,0,355.19,0
TXN002588,CUST0277,127.22,Delhi,19,535.59,0
TXN002589,CUST0169,168.12,Lucknow,14,586.18,0
TXN002590,CUST0199,327.87,Hyderabad,12,1401.51,0
TXN002591,CUST0453,686.63,Jaipur,15,1067.81,0
TXN002592,CUST0078,862.26,Hong Kong,20,656.53,1
TXN002593,CUST0461,155.21,Jaipur,14,1006.64,0
TXN002594,CUST0282,572.54,Jaipur,19,719.67,0
TXN002595,CUST0289,1565.45,"London, UK",9,3746.6,1
TXN002596,CUST0381,95.62,Indore,21,119.54,0
TXN002597,CUST0235,551.85,Kolkata,15,1.0,0
TXN002598,CUST0353,206.88,Bengaluru,20,1.0,0
TXN002599,CUST0437,431.47,Hong Kong,6,843.52,1
TXN002600,CUST0175,123.15,Mumbai,11,485.7,0
TXN002601,CUST0140,860.89,Chennai,14,1269.78,0
TXN002602,CUST0451,50.23,Jaipur,7,1.0,0
TXN002603,CUST0247,181.26,Nagpur,7,1.0,0
TXN002604,CUST0234,159.49,Hyderabad,8,957.1,0
TXN002605,CUST0398,87.02,Hyderabad,13,36.82,0
TXN002606,CUST0127,643.82,Singapore,19,1382.96,1
TXN002607,CUST0023,2403.32,"Dubai, UAE",19,5084.47,1
TXN002608,CUST0242,904.19,"Dubai, UAE",18,1546.61,1
TXN002609,CUST0009,6738.17,"Dubai, UAE",19,6350.99,1
TXN002610,CUST0045,158.1,Hyderabad,7,1.0,0
TXN002611,CUST0323,60.86,Indore,11,434.36,0
TXN002612,CUST0469,361.44,Indore,17,697.56,0
TXN002613,CUST0209,570.28,Mumbai,15,1.0,0
TXN002614,CUST0293,213.55,Delhi,19,1.83,0
TXN002615,CUST0095,219.69,Delhi,17,20.66,0
TXN002616,CUST0225,128.81,Nagpur,15,1.0,0
TXN002617,CUST0002,302.33,"Toronto, Canada",18,235.94,1
TXN002618,CUST0360,3341.91,"Dubai, UAE",19,6055.52,1
TXN002619,CUST0373,474.34,"Dubai, UAE",19,1131.08,1
TXN002620,CUST0241,125.77,Lucknow,15,311.32,0
TXN002621,CUST0469,248.69,Pune,12,45.85,0
TXN002622,CUST0064,121.01,Bengaluru,18,419.17,0
TXN002623,CUST0272,103.32,Chennai,18,120.75,0
TXN002624,CUST0164,41.8,Chennai,21,789.67,0
TXN002625,CUST0032,148.8,Hyderabad,20,112.65,0
TXN002626,CUST0261,62.25,Delhi,8,1.0,0
TXN002627,CUST0121,441.82,Kanpur,14,791.3,0
TXN002628,CUST0316,450.41,Bengaluru,9,1703.64,0
TXN002629,CUST0191,4649.71,"Paris, France",11,2093.34,1
TXN002630,CUST0012,67.56,Mumbai,5,269.2,0
TXN002631,CUST0232,111.58,Nagpur,15,88.92,0
TXN002632,CUST0014,104.13,"Sydney, Australia",13,1.0,1
TXN002633,CUST0234,46.92,Bhopal,23,1.0,0
TXN002634,CUST0260,268.26,Mumbai,10,378.25,0
TXN002635,CUST0117,497.22,Pune,11,341.09,0
TXN002636,CUST0385,92.32,Mumbai,17,719.63,0
TXN002637,CUST0400,139.57,Delhi,9,962.43,0
TXN002638,CUST0096,42.58,Lucknow,23,634.31,0
TXN002639,CUST0153,57.99,Delhi,14,620.26,0
TXN002640,CUST0383,149.1,Kolkata,19,1.0,0
TXN002641,CUST0274,1390.64,Hong Kong,12,2310.16,1
TXN002642,CUST0424,240.56,Mumbai,14,143.92,0
TXN002643,CUST0007,221.96,Delhi,6,714.05,0
TXN002644,CUST0462,388.9,Pune,14,1029.68,0
TXN002645,CUST0178,281.42,Surat,14,717.52,0
TXN002646,CUST0421,68.21,Pune,20,1.0,0
TXN002647,CUST0004,114.54,Surat,21,1.0,0
TXN002648,CUST0185,363.99,Jaipur,7,634.11,0
TXN002649,CUST0376,715.98,Kolkata,17,744.92,0
TXN002650,CUST0021,310.88,Hong Kong,8,268.62,1
TXN002651,CUST0074,317.72,Hyderabad,12,1076.4,0
TXN002652,CUST0281,46.99,Kanpur,7,406.71,0
TXN002653,CUST0149,83.85,Surat,15,447.46,0
TXN002654,CUST0177,272.77,"London, UK",11,473.62,1
TXN002655,CUST0366,165.06,Mumbai,21,1.0,0
TXN002656,CUST0463,46.47,Chennai,13,1.0,0
TXN002657,CUST0250,111.82,Surat,14,803.76,0
TXN002658,CUST0393,253.14,Kanpur,9,734.58,0
TXN002659,CUST0007,192.43,Bengaluru,13,507.69,0
TXN002660,CUST0147,128.93,Delhi,10,1.0,0
TXN002661,CUST0481,519.05,Surat,9,1072.34,0
TXN002662,CUST0228,81.4,Kolkata,14,190.3,0
TXN002663,CUST0393,102.83,Chennai,22,354.63,0
TXN002664,CUST0122,60.06,Jaipur,17,167.14,0
TXN002665,CUST0017,183.84,Bengaluru,8,523.29,0
TXN002666,CUST0161,226.05,Bengaluru,17,245.38,0
TXN002667,CUST0391,173.64,Bengaluru,20,159.14,0
TXN002668,CUST0426,146.25,Lucknow,16,1.0,0
TXN002669,CUST0018,63.07,Kolkata,7,1.0,0
TXN002670,CUST0280,164.16,Ahmedabad,23,152.08,0
TXN002671,CUST0353,736.97,Kolkata,12,1975.4,0
TXN002672,CUST0453,431.02,Indore,19,1.0,0
TXN002673,CUST0248,61.11,Ahmedabad,6,725.78,0
TXN002674,CUST0239,346.14,"New York, USA",18,171.58,1
TXN002675,CUST0418,737.12,Jaipur,19,709.38,0
TXN002676,CUST0289,569.5,Delhi,7,1029.78,0
TXN002677,CUST0081,96.68,Jaipur,0,370.21,0
TXN002678,CUST0228,193.13,Indore,12,440.29,0
TXN002679,CUST0392,592.84,Pune,23,605.09,0
TXN002680,CUST0246,41.29,Nagpur,21,124.54,0
TXN002681,CUST0258,211.93,Pune,21,1.0,0
TXN002682,CUST0120,600.69,Hong Kong,12,1989.34,1
TXN002683,CUST0480,126.53,Kolkata,23,1570.07,0
TXN002684,CUST0148,727.31,Hyderabad,22,908.41,0
TXN002685,CUST0487,28.02,Hyderabad,9,1.0,0
TXN002686,CUST0455,176.3,Chennai,17,758.62,0
TXN002687,CUST0454,148.04,Hyderabad,17,167.08,0
TXN002688,CUST0263,253.17,Delhi,21,95.9,0
TXN002689,CUST0399,163.0,Lucknow,12,632.37,0
TXN002690,CUST0436,173.37,Surat,20,174.87,0
TXN002691,CUST0343,82.74,Kolkata,13,1.0,0
TXN002692,CUST0254,15.6,Nagpur,20,172.44,0
TXN002693,CUST0323,861.06,Pune,17,637.94,0
TXN002694,CUST0236,185.76,Hyderabad,16,490.52,0
